MAC,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
0:1a:1e:df:17:41,363631501.716626,38.82751286,-77.08978962,62.0,69.0,13.0,-1.0,-1.0,50
0:1a:1e:df:17:42,363631501.716626,38.82755213,-77.08979356,50.0,70.0,12.0,-1.0,-1.0,50
0:1e:2a:2:5e:4e,363631501.716626,38.82843065,-77.08941799,49.0,69.0,12.0,-1.0,-1.0,50
0:23:97:ff:55:79,363631501.716626,38.82875496,-77.08868086,46.0,74.0,16.0,-1.0,-1.0,50
0:1a:1e:df:e:c1,363631501.716626,38.82749032,-77.08992981,61.0,71.0,13.0,-1.0,-1.0,50
58:6d:8f:5f:c9:39,363631501.716626,38.82884103,-77.08844161,42.0,72.0,18.0,-1.0,-1.0,50
0:1a:1e:df:e:c2,363631501.716626,38.82747882,-77.0899347,48.0,71.0,14.0,-1.0,-1.0,50
0:1a:1e:df:e:c0,363631501.716626,38.82745361,-77.08994823,59.0,69.0,14.0,-1.0,-1.0,50
58:6d:8f:4f:e0:78,363631501.716626,38.82634115,-77.08821725,66.0,68.0,14.0,-1.0,-1.0,50
0:18:39:e1:b:f4,363631501.716626,38.82690364,-77.08697575,63.0,66.0,12.0,-1.0,-1.0,50
0:1a:1e:df:e:c3,363631501.716626,38.82747554,-77.08998781,64.0,72.0,11.0,-1.0,-1.0,50
0:16:cb:f7:d4:e0,363631501.716626,38.82885956,-77.08887809,42.0,72.0,17.0,-1.0,-1.0,50
0:18:3a:d7:fe:7f,363631501.716626,38.82887119,-77.0888381,42.0,72.0,16.0,-1.0,-1.0,50
0:f:66:9d:26:70,363631501.716626,38.82882654,-77.08912527,42.0,73.0,16.0,-1.0,-1.0,50
0:1d:cf:2d:be:10,363631501.716626,38.82621872,-77.08848768,47.0,68.0,5.0,-1.0,-1.0,50
58:6d:8f:99:95:54,363631501.716626,38.82716363,-77.09011477,58.0,71.0,12.0,-1.0,-1.0,50
0:1a:1e:df:3:62,363631501.716626,38.82810753,-77.09009063,65.0,69.0,12.0,-1.0,-1.0,50
0:26:f2:a3:db:14,363631501.716626,38.82899081,-77.08890628,42.0,74.0,12.0,-1.0,-1.0,50
0:26:f2:94:2f:2c,363631501.716626,38.82614302,-77.08824414,55.0,69.0,21.0,-1.0,-1.0,50
0:16:b6:3d:64:2b,363631501.716626,38.82899338,-77.08895868,45.0,74.0,15.0,-1.0,-1.0,50
0:26:f2:eb:4a:66,363631501.716626,38.82612842,-77.08847612,49.0,70.0,12.0,-1.0,-1.0,50
0:1a:1e:df:3:61,363631501.716626,38.82809543,-77.09013372,63.0,69.0,11.0,-1.0,-1.0,50
0:1e:2a:5:9a:c,363631501.716626,38.82902503,-77.08886486,42.0,73.0,16.0,-1.0,-1.0,50
0:1c:b3:ae:fd:bd,363631501.716626,38.82707762,-77.08657652,68.0,69.0,14.0,-1.0,-1.0,50
c:d5:2:92:8e:30,363631501.716626,38.82673805,-77.0868017,73.0,64.0,9.0,-1.0,-1.0,50
a4:c0:e1:da:e7:b,363631501.716626,38.82612711,-77.08802676,116.0,66.0,5.0,-1.0,-1.0,50
0:1a:1e:df:3:63,363631501.716626,38.82812929,-77.09017366,61.0,71.0,12.0,-1.0,-1.0,50
0:1a:1e:df:3:60,363631501.716626,38.82810181,-77.09019201,58.0,71.0,11.0,-1.0,-1.0,50
0:1e:e5:7e:8a:9f,363631501.716626,38.8273437,-77.09028053,44.0,70.0,14.0,-1.0,-1.0,50
c0:3f:e:87:1d:ae,363631501.716626,38.82913678,-77.08830916,45.0,70.0,13.0,-1.0,-1.0,50
0:f:66:e2:96:43,363631501.716626,38.82867521,-77.08977907,44.0,69.0,10.0,-1.0,-1.0,50
c0:3f:e:b9:48:dc,363631501.716626,38.82916927,-77.08822172,46.0,70.0,13.0,-1.0,-1.0,50
0:13:10:54:cb:a5,363631501.716626,38.82602965,-77.08852726,42.0,68.0,11.0,-1.0,-1.0,50
0:26:f3:f7:a5:1a,363631501.716626,38.82895946,-77.08937633,42.0,68.0,20.0,-1.0,-1.0,50
a0:cf:5b:6b:2e:40,363631501.716626,38.82655715,-77.08683758,42.0,65.0,11.0,-1.0,-1.0,50
0:14:d1:e5:e4:14,363631501.716626,38.82606136,-77.08789867,42.0,77.0,11.0,-1.0,-1.0,50
0:26:f3:f7:a5:19,363631501.716626,38.82896751,-77.08939045,42.0,69.0,19.0,-1.0,-1.0,50
0:14:bf:3f:df:5c,363631501.716626,38.82720494,-77.09032583,47.0,67.0,12.0,-1.0,-1.0,50
0:12:e:79:2d:5a,363631501.716626,38.82659423,-77.08677136,42.0,60.0,11.0,-1.0,-1.0,50
0:23:cd:14:2e:c0,363631501.716626,38.82655274,-77.08680814,80.0,63.0,17.0,-1.0,-1.0,50
0:26:f3:f7:a5:18,363631501.716626,38.82899791,-77.0893504,42.0,69.0,18.0,-1.0,-1.0,50
0:26:f3:f7:a5:1b,363631501.716626,38.82898086,-77.08939057,42.0,69.0,20.0,-1.0,-1.0,50
0:18:f8:1a:e2:d9,363631501.716626,38.8289504,-77.08946853,42.0,72.0,15.0,-1.0,-1.0,50
0:18:4d:87:34:1c,363631501.716626,38.8277626,-77.09041064,51.0,74.0,11.0,-1.0,-1.0,50
0:18:f8:b2:50:56,363631501.716626,38.8287096,-77.08986824,46.0,68.0,8.0,-1.0,-1.0,50
0:1a:70:d2:6e:57,363631501.716626,38.82601577,-77.08787542,42.0,77.0,11.0,-1.0,-1.0,50
0:1a:2b:a0:8:e3,363631501.716626,38.82669234,-77.08662503,68.0,65.0,12.0,-1.0,-1.0,50
0:22:75:38:eb:b4,363631501.716626,38.82922035,-77.08811902,45.0,70.0,13.0,-1.0,-1.0,50
0:22:3f:b5:78:fa,363631501.716626,38.82889139,-77.08963251,48.0,70.0,10.0,-1.0,-1.0,50
8:86:3b:37:11:0,363631501.716626,38.82693958,-77.08642745,71.0,69.0,13.0,-1.0,-1.0,50
0:22:3f:b4:51:30,363631501.716626,38.82593649,-77.08805507,42.0,72.0,23.0,-1.0,-1.0,50
0:19:e3:33:dd:45,363631501.716626,38.8292585,-77.0887897,42.0,72.0,16.0,-1.0,-1.0,50
8c:a9:82:6a:5a:c3,363631501.716626,38.82920777,-77.08903807,42.0,45.0,25.0,-1.0,-1.0,50
0:17:9a:46:43:f,363631501.716626,38.82902318,-77.0895397,47.0,72.0,11.0,-1.0,-1.0,50
0:2:6f:97:34:11,363631501.716626,38.82787358,-77.09049862,63.0,72.0,12.0,-1.0,-1.0,50
94:44:52:3a:e5:d1,363631501.716626,38.82891297,-77.0897383,42.0,67.0,12.0,-1.0,-1.0,50
0:1d:d1:89:2f:80,363631501.716626,38.82889425,-77.08976894,42.0,69.0,10.0,-1.0,-1.0,50
c:d5:2:c9:16:53,363631501.716626,38.82916593,-77.08921283,42.0,72.0,13.0,-1.0,-1.0,50
c:d5:2:b4:53:28,363631501.716626,38.82646685,-77.08671468,43.0,63.0,10.0,-1.0,-1.0,50
0:1c:10:4f:11:2e,363631501.716626,38.82901602,-77.08958655,50.0,70.0,12.0,-1.0,-1.0,50
0:2:6f:97:34:10,363631501.716626,38.82785367,-77.09052395,61.0,73.0,12.0,-1.0,-1.0,50
0:22:2d:8f:21:94,363631501.716626,38.8259775,-77.08760046,42.0,74.0,12.0,-1.0,-1.0,50
0:22:6b:7e:76:25,363631501.716626,38.82911729,-77.08941012,42.0,71.0,15.0,-1.0,-1.0,50
0:23:97:f0:d1:dc,363631501.716626,38.82921034,-77.08917641,42.0,74.0,15.0,-1.0,-1.0,50
78:d6:f0:7b:8a:4,363631501.716626,38.82590627,-77.08783435,73.0,72.0,15.0,-1.0,-1.0,50
c0:c1:c0:c5:40:97,363631501.716626,38.82589751,-77.08783036,42.0,75.0,15.0,-1.0,-1.0,50
8:86:3b:37:11:1,363631501.716626,38.82707583,-77.0862177,55.0,72.0,16.0,-1.0,-1.0,50
0:24:b2:93:a7:7c,363631501.716626,38.8258472,-77.0881704,42.0,67.0,22.0,-1.0,-1.0,50
e0:91:f5:c4:76:5,363631501.716626,38.82935243,-77.08870422,42.0,73.0,13.0,-1.0,-1.0,50
e0:46:9a:39:a0:18,363631501.716626,38.82582968,-77.08818966,42.0,71.0,23.0,-1.0,-1.0,50
0:12:e:87:c:4,363631501.716626,38.82677483,-77.08634328,44.0,67.0,12.0,-1.0,-1.0,50
1c:af:f7:74:1f:4,363631501.716626,38.82778096,-77.09061557,45.0,73.0,15.0,-1.0,-1.0,50
0:18:f8:61:2a:8a,363631501.716626,38.82891863,-77.08988517,43.0,69.0,12.0,-1.0,-1.0,50
c0:c1:c0:c5:40:98,363631501.716626,38.82586109,-77.08784383,42.0,76.0,18.0,-1.0,-1.0,50
0:18:39:4d:24:9d,363631501.716626,38.82931739,-77.08901762,42.0,74.0,15.0,-1.0,-1.0,50
2c:44:1:c2:eb:52,363631501.716626,38.82884621,-77.09001201,42.0,69.0,10.0,-1.0,-1.0,50
0:1d:cf:9f:ea:a0,363631501.716626,38.82582324,-77.08791619,42.0,74.0,19.0,-1.0,-1.0,50
0:16:b6:5f:c4:95,363631501.716626,38.82579833,-77.0880959,42.0,76.0,24.0,-1.0,-1.0,50
e0:46:9a:3f:47:98,363631501.716626,38.82580834,-77.08795493,42.0,75.0,23.0,-1.0,-1.0,50
f0:7d:68:14:9e:86,363631501.716626,38.82835602,-77.09047353,46.0,72.0,10.0,-1.0,-1.0,50
0:24:a5:6f:59:7e,363631501.716626,38.82684159,-77.08623254,48.0,69.0,13.0,-1.0,-1.0,50
0:2:6f:97:33:f9,363631501.716626,38.82757228,-77.0906924,42.0,75.0,17.0,-1.0,-1.0,50
c:d5:2:aa:e6:e2,363631501.716626,38.82576799,-77.08823597,42.0,69.0,19.0,-1.0,-1.0,50
0:1d:cf:9e:bf:0,363631501.716626,38.82943844,-77.08857494,42.0,73.0,12.0,-1.0,-1.0,50
8:86:3b:65:f2:a6,363631501.716626,38.82574915,-77.08849132,42.0,69.0,13.0,-1.0,-1.0,50
0:2:6f:97:33:f8,363631501.716626,38.82761222,-77.09072881,42.0,75.0,13.0,-1.0,-1.0,50
0:26:f3:d0:8b:5b,363631501.716626,38.82570821,-77.08838504,42.0,72.0,18.0,-1.0,-1.0,50
0:1e:2a:51:b4:b2,363631501.716626,38.82949155,-77.08821523,42.0,74.0,14.0,-1.0,-1.0,50
c:d5:2:69:1e:6b,363631501.716626,38.82570415,-77.08812499,42.0,73.0,24.0,-1.0,-1.0,50
0:26:f3:d0:8b:59,363631501.716626,38.82569271,-77.08834618,42.0,74.0,20.0,-1.0,-1.0,50
0:1c:df:50:53:ee,363631501.716626,38.82951045,-77.08835119,43.0,70.0,13.0,-1.0,-1.0,50
74:44:1:47:e:ba,363631501.716626,38.82570832,-77.08799475,42.0,74.0,23.0,-1.0,-1.0,50
0:26:f3:d0:8b:5a,363631501.716626,38.82568079,-77.08835357,42.0,72.0,18.0,-1.0,-1.0,50
0:26:f3:d0:8b:58,363631501.716626,38.82567971,-77.08838468,42.0,71.0,16.0,-1.0,-1.0,50
0:24:b2:6:a6:64,363631501.716626,38.82567274,-77.08830732,146.0,74.0,24.0,-1.0,-1.0,50
20:aa:4b:37:6a:7f,363631501.716626,38.82565557,-77.08816975,90.0,75.0,21.0,-1.0,-1.0,50
0:23:97:32:9:0,363631501.716626,38.82951951,-77.08884143,42.0,76.0,14.0,-1.0,-1.0,50
c:d5:2:b4:29:52,363631501.716626,38.82934141,-77.08950811,42.0,72.0,14.0,-1.0,-1.0,50
0:e0:98:fe:7c:b8,363631501.716626,38.82912993,-77.08994781,43.0,68.0,11.0,-1.0,-1.0,50
c4:3d:c7:6d:c3:f0,363631501.716626,38.82562196,-77.08848047,47.0,69.0,14.0,-1.0,-1.0,50
0:18:f8:1a:57:25,363631501.716626,38.8295806,-77.08807849,42.0,71.0,15.0,-1.0,-1.0,50
0:26:62:11:aa:1c,363631501.716626,38.82953125,-77.08898043,42.0,74.0,12.0,-1.0,-1.0,50
c0:3f:e:be:1b:cd,363631501.716626,38.8295809,-77.08870434,42.0,78.0,9.0,-1.0,-1.0,50
0:1f:f3:c2:41:8a,363631501.716626,38.82960391,-77.08850258,42.0,74.0,14.0,-1.0,-1.0,50
0:21:29:8c:33:ac,363631501.716626,38.82913053,-77.09002125,42.0,70.0,11.0,-1.0,-1.0,50
0:18:3a:ac:76:96,363631501.716626,38.82761597,-77.09092319,42.0,72.0,11.0,-1.0,-1.0,50
0:12:e:70:4e:3b,363631501.716626,38.82673609,-77.08602225,103.0,65.0,17.0,-1.0,-1.0,50
bc:77:37:3f:22:3b,363631501.716626,38.82863348,-77.09057784,228.0,76.0,16.0,-1.0,-1.0,50
0:b:6c:c3:de:88,363631501.716626,38.82676577,-77.08598262,66.0,66.0,19.0,-1.0,-1.0,50
c:d5:2:c9:d2:c7,363631501.716626,38.82561087,-77.08778291,42.0,75.0,15.0,-1.0,-1.0,50
0:23:69:e0:8b:3e,363631501.716626,38.82585841,-77.08697217,93.0,70.0,12.0,-1.0,-1.0,50
c4:3d:c7:a6:ab:8c,363631501.716626,38.82556009,-77.08807045,42.0,74.0,15.0,-1.0,-1.0,50
0:13:46:c7:81:b8,363631501.716626,38.8255515,-77.08856779,43.0,68.0,10.0,-1.0,-1.0,50
2c:b0:5d:86:7f:2a,363631501.716626,38.82945197,-77.08950859,42.0,74.0,22.0,-1.0,-1.0,50
0:15:ff:23:db:62,363631501.716626,38.82966017,-77.08851492,212.0,76.0,21.0,-1.0,-1.0,50
4c:60:de:44:d3:b4,363631501.716626,38.82966369,-77.08811861,42.0,73.0,14.0,-1.0,-1.0,50
8:86:3b:d:f7:3a,363631501.716626,38.82554364,-77.08797049,42.0,76.0,19.0,-1.0,-1.0,50
0:26:f2:6:1c:fc,363631501.716626,38.82554,-77.08797127,42.0,77.0,14.0,-1.0,-1.0,50
0:b:6c:c4:87:79,363631501.716626,38.82679122,-77.08589863,64.0,66.0,9.0,-1.0,-1.0,50
0:23:97:96:57:14,363631501.716626,38.82798886,-77.0909807,102.0,72.0,16.0,-1.0,-1.0,50
0:1c:10:9b:2b:d0,363631501.716626,38.82681542,-77.08586186,55.0,69.0,13.0,-1.0,-1.0,50
0:1d:7e:3b:36:66,363631501.716626,38.82930403,-77.08993244,47.0,71.0,11.0,-1.0,-1.0,50
0:15:e9:7f:63:68,363631501.716626,38.82745349,-77.09103655,69.0,73.0,12.0,-1.0,-1.0,50
0:13:10:b3:d1:36,363631501.716626,38.82682943,-77.08584117,47.0,68.0,12.0,-1.0,-1.0,50
0:18:39:73:97:45,363631501.716626,38.82665264,-77.08594095,92.0,69.0,54.0,-1.0,-1.0,50
0:12:25:56:f5:dc,363631501.716626,38.82969379,-77.08798056,42.0,67.0,13.0,-1.0,-1.0,50
0:25:4b:8:a5:cd,363631501.716626,38.82966834,-77.08775728,42.0,73.0,16.0,-1.0,-1.0,50
c0:c1:c0:d6:d3:bf,363631501.716626,38.82955873,-77.08939903,42.0,71.0,21.0,-1.0,-1.0,50
0:23:97:95:1a:21,363631501.716626,38.82799971,-77.09101986,93.0,74.0,12.0,-1.0,-1.0,50
0:18:3a:b0:77:99,363631501.716626,38.82972669,-77.08827161,42.0,70.0,12.0,-1.0,-1.0,50
c0:c1:c0:d6:d3:bd,363631501.716626,38.82956784,-77.08939075,42.0,70.0,18.0,-1.0,-1.0,50
0:23:97:95:c2:7,363631501.716626,38.82548266,-77.08796137,42.0,78.0,18.0,-1.0,-1.0,50
0:e0:98:dd:d8:ac,363631501.716626,38.8297187,-77.08795183,42.0,70.0,15.0,-1.0,-1.0,50
0:1d:7e:fe:77:7a,363631501.716626,38.82942193,-77.08979558,61.0,71.0,13.0,-1.0,-1.0,50
0:1e:2a:5:8f:64,363631501.716626,38.82546836,-77.08799779,42.0,80.0,12.0,-1.0,-1.0,50
94:44:52:8a:fc:cb,363631501.716626,38.82974219,-77.08876317,42.0,75.0,13.0,-1.0,-1.0,50
0:24:b2:da:ca:fc,363631501.716626,38.82543158,-77.08855015,42.0,70.0,11.0,-1.0,-1.0,50
0:24:b2:16:d2:eb,363631501.716626,38.82977765,-77.08821022,42.0,70.0,13.0,-1.0,-1.0,50
0:18:3a:a9:af:c5,363631501.716626,38.82544243,-77.08793693,47.0,76.0,18.0,-1.0,-1.0,50
c:d5:2:d0:a:52,363631501.716626,38.82543516,-77.08796072,42.0,82.0,11.0,-1.0,-1.0,50
d0:df:c7:c8:18:6b,363631501.716626,38.82964611,-77.08935338,42.0,73.0,15.0,-1.0,-1.0,50
0:24:c8:f1:e7:a0,363631501.716626,38.82757169,-77.09115988,57.0,71.0,11.0,-1.0,-1.0,50
78:cd:8e:46:71:89,363631501.716626,38.82543206,-77.08789563,42.0,80.0,14.0,-1.0,-1.0,50
98:fc:11:c4:5d:24,363631501.716626,38.82884001,-77.09067523,46.0,71.0,10.0,-1.0,-1.0,50
c:d5:2:6b:9a:22,363631501.716626,38.82955068,-77.08965653,42.0,72.0,13.0,-1.0,-1.0,50
78:cd:8e:46:71:88,363631501.716626,38.82542502,-77.08789134,42.0,79.0,18.0,-1.0,-1.0,50
0:17:3f:65:4b:94,363631501.716626,38.82547092,-77.08760994,42.0,71.0,15.0,-1.0,-1.0,50
78:cd:8e:46:71:8a,363631501.716626,38.82542043,-77.08790415,42.0,81.0,14.0,-1.0,-1.0,50
78:cd:8e:46:71:8b,363631501.716626,38.82542157,-77.08788931,42.0,80.0,15.0,-1.0,-1.0,50
c0:c1:c0:75:2e:fe,363631501.716626,38.82540971,-77.08789819,42.0,81.0,16.0,-1.0,-1.0,50
0:26:62:1d:29:a0,363631501.716626,38.82929801,-77.09018272,42.0,70.0,10.0,-1.0,-1.0,50
0:12:e:55:64:a,363631501.716626,38.82929039,-77.09019732,50.0,70.0,13.0,-1.0,-1.0,50
c:d5:2:53:6f:e1,363631501.716626,38.82760244,-77.09119337,99.0,74.0,11.0,-1.0,-1.0,50
0:3a:98:32:6b:a0,363631501.716626,38.82837671,-77.09101843,42.0,73.0,12.0,-1.0,-1.0,50
bc:ae:c5:7e:91:68,363631501.716626,38.82536774,-77.08835583,46.0,71.0,14.0,-1.0,-1.0,50
0:21:91:15:97:4b,363631501.716626,38.82650578,-77.08586102,42.0,66.0,11.0,-1.0,-1.0,50
e0:46:9a:37:2d:d,363631501.716626,38.8293038,-77.0902065,42.0,69.0,12.0,-1.0,-1.0,50
c0:c1:c0:e2:63:e4,363631501.716626,38.82812654,-77.09113907,42.0,73.0,13.0,-1.0,-1.0,50
0:26:f3:ce:90:aa,363631501.716626,38.829795,-77.08760875,42.0,69.0,18.0,-1.0,-1.0,50
0:26:f3:ce:90:a9,363631501.716626,38.82980775,-77.08766818,42.0,72.0,15.0,-1.0,-1.0,50
0:e0:98:f9:5:70,363631501.716626,38.8298366,-77.08886176,42.0,73.0,12.0,-1.0,-1.0,50
0:22:3f:7f:9f:58,363631501.716626,38.82539677,-77.08763355,42.0,72.0,18.0,-1.0,-1.0,50
0:c:41:43:8f:a0,363631501.716626,38.82987779,-77.08832472,42.0,70.0,13.0,-1.0,-1.0,50
0:26:f3:ce:90:a8,363631501.716626,38.82980865,-77.08760273,45.0,72.0,16.0,-1.0,-1.0,50
0:1d:cf:57:21:c0,363631501.716626,38.82534271,-77.08786964,42.0,82.0,16.0,-1.0,-1.0,50
0:1e:8c:3c:b8:e8,363631501.716626,38.82537776,-77.08764475,42.0,73.0,16.0,-1.0,-1.0,50
0:22:2d:a8:ba:d6,363631501.716626,38.82532316,-77.08803069,42.0,84.0,16.0,-1.0,-1.0,50
94:44:52:c0:f1:92,363631501.716626,38.82680165,-77.08560526,69.0,67.0,13.0,-1.0,-1.0,50
98:fc:11:4f:13:46,363631501.716626,38.82531237,-77.08856821,42.0,70.0,9.0,-1.0,-1.0,50
e0:46:9a:76:2b:21,363631501.716626,38.82537156,-77.08765691,42.0,75.0,15.0,-1.0,-1.0,50
e0:46:9a:52:3b:41,363631501.716626,38.82537847,-77.08757132,42.0,72.0,19.0,-1.0,-1.0,50
0:7f:28:f1:fa:90,363631501.716626,38.82672071,-77.08562767,46.0,68.0,11.0,-1.0,-1.0,50
0:1d:cf:56:21:70,363631501.716626,38.82684415,-77.08556717,44.0,72.0,12.0,-1.0,-1.0,50
0:11:24:eb:8d:65,363631501.716626,38.82684272,-77.08556294,42.0,69.0,12.0,-1.0,-1.0,50
0:7f:28:f6:57:e8,363631501.716626,38.82987439,-77.0877977,50.0,70.0,13.0,-1.0,-1.0,50
0:19:9d:4e:58:a5,363631501.716626,38.82986485,-77.08900427,80.0,73.0,14.0,-1.0,-1.0,50
0:1a:70:e7:f2:cc,363631501.716626,38.82954031,-77.08999043,52.0,70.0,14.0,-1.0,-1.0,50
30:46:9a:11:45:a1,363631501.716626,38.8264923,-77.08571922,48.0,66.0,14.0,-1.0,-1.0,50
e0:46:9a:49:16:55,363631501.716626,38.8252651,-77.08861595,42.0,68.0,8.0,-1.0,-1.0,50
e0:46:9a:48:b3:2f,363631501.716626,38.82540315,-77.08728277,56.0,71.0,17.0,-1.0,-1.0,50
a0:21:b7:ba:ac:1e,363631501.716626,38.82531362,-77.08757579,49.0,75.0,18.0,-1.0,-1.0,50
8:86:3b:d:ab:26,363631501.716626,38.82937443,-77.09036725,42.0,68.0,10.0,-1.0,-1.0,50
0:22:6b:5d:59:13,363631501.716626,38.82690793,-77.0854516,47.0,71.0,12.0,-1.0,-1.0,50
0:7f:28:f7:22:b3,363631589.748528,38.82900625,-77.08524417,42.0,72.0,14.0,-1.0,-1.0,50
0:23:69:cc:db:4e,363631589.748528,38.82900947,-77.08515274,42.0,72.0,12.0,-1.0,-1.0,50
c:d5:2:ba:c3:35,363631589.748528,38.82898724,-77.08538103,42.0,69.0,10.0,-1.0,-1.0,50
84:c9:b2:52:6d:4b,363631589.748528,38.82887506,-77.08506798,44.0,70.0,14.0,-1.0,-1.0,50
58:6d:8f:43:14:40,363631589.748528,38.82915633,-77.08500069,42.0,73.0,14.0,-1.0,-1.0,50
68:7f:74:43:9d:75,363631589.748528,38.82908833,-77.08473521,45.0,71.0,16.0,-1.0,-1.0,50
0:1d:7e:54:c0:f5,363631589.748528,38.82865124,-77.08557397,56.0,70.0,13.0,-1.0,-1.0,50
0:3a:99:b2:e4:d0,363631589.748528,38.828763,-77.08574718,88.0,66.0,14.0,-1.0,-1.0,50
c0:3f:e:51:cf:3e,363631589.748528,38.82872271,-77.08584797,73.0,68.0,14.0,-1.0,-1.0,50
0:3a:99:85:6c:0,363631589.748528,38.82885932,-77.0845648,43.0,73.0,13.0,-1.0,-1.0,50
58:bf:ea:24:b5:40,363631589.748528,38.82916772,-77.08455634,45.0,73.0,14.0,-1.0,-1.0,50
0:25:9c:28:20:15,363631589.748528,38.82947069,-77.08568483,42.0,68.0,13.0,-1.0,-1.0,50
0:90:4b:e3:fe:e2,363631589.748528,38.82955688,-77.08501565,42.0,69.0,16.0,-1.0,-1.0,50
0:23:69:1f:c5:4c,363631589.748528,38.82897865,-77.08449912,42.0,74.0,16.0,-1.0,-1.0,50
0:14:bf:9c:38:3a,363631589.748528,38.82906895,-77.08450067,42.0,71.0,17.0,-1.0,-1.0,50
0:23:97:f:d2:6c,363631589.748528,38.82908266,-77.08599293,49.0,69.0,13.0,-1.0,-1.0,50
98:fc:11:5b:45:a2,363631589.748528,38.82939261,-77.08588987,42.0,67.0,12.0,-1.0,-1.0,50
98:fc:11:5b:45:a3,363631589.748528,38.82942515,-77.08586484,42.0,66.0,11.0,-1.0,-1.0,50
0:21:29:80:2:31,363631589.748528,38.82836896,-77.08509665,75.0,72.0,12.0,-1.0,-1.0,50
e4:83:99:21:f1:1f,363631589.748528,38.82930827,-77.08597904,42.0,69.0,11.0,-1.0,-1.0,50
c:d5:2:95:67:f1,363631589.748528,38.82959628,-77.08488225,42.0,73.0,12.0,-1.0,-1.0,50
0:12:e:56:e0:9e,363631589.748528,38.82965278,-77.08494484,42.0,69.0,14.0,-1.0,-1.0,50
0:1f:1f:d9:bf:e8,363631589.748528,38.82963246,-77.08487772,42.0,70.0,12.0,-1.0,-1.0,50
0:13:10:88:dd:9b,363631589.748528,38.82832157,-77.08508616,51.0,72.0,15.0,-1.0,-1.0,50
a4:18:75:e1:d8:70,363631589.748528,38.82920086,-77.08438372,58.0,69.0,14.0,-1.0,-1.0,50
0:6:b1:12:a1:b9,363631589.748528,38.82967567,-77.08554482,42.0,64.0,15.0,-1.0,-1.0,50
78:cd:8e:24:3f:aa,363631589.748528,38.82896685,-77.08616203,44.0,68.0,14.0,-1.0,-1.0,50
30:46:9a:96:34:67,363631589.748528,38.82943737,-77.08450645,45.0,71.0,12.0,-1.0,-1.0,50
0:e:58:10:2e:57,363631589.748528,38.82915377,-77.08615398,108.0,68.0,7.0,-1.0,-1.0,50
0:25:9c:a4:85:d5,363631589.748528,38.82951849,-77.08458262,43.0,70.0,12.0,-1.0,-1.0,50
78:cd:8e:24:3f:ab,363631589.748528,38.82895976,-77.08617973,46.0,69.0,14.0,-1.0,-1.0,50
c:d5:2:c9:2c:72,363631589.748528,38.82965821,-77.08569771,42.0,67.0,11.0,-1.0,-1.0,50
0:17:c5:89:ff:d7,363631589.748528,38.8297137,-77.0855391,42.0,67.0,14.0,-1.0,-1.0,50
0:23:69:5b:5d:db,363631589.748528,38.82970362,-77.08490818,42.0,65.0,6.0,-1.0,-1.0,50
0:1d:7e:54:38:e7,363631589.748528,38.8293057,-77.08436995,42.0,71.0,12.0,-1.0,-1.0,50
0:24:a5:42:77:2e,363631589.748528,38.8282876,-77.08550602,48.0,72.0,15.0,-1.0,-1.0,50
78:cd:8e:24:3f:a9,363631589.748528,38.82894003,-77.08620941,44.0,69.0,13.0,-1.0,-1.0,50
14:7d:c5:c1:b6:b5,363631589.748528,38.82880926,-77.08427935,42.0,81.0,5.0,-1.0,-1.0,50
58:6d:8f:4f:e0:fa,363631589.748528,38.82901012,-77.08421921,42.0,71.0,14.0,-1.0,-1.0,50
0:1f:33:c1:a8:14,363631589.748528,38.82819694,-77.08522337,44.0,71.0,17.0,-1.0,-1.0,50
30:46:9a:95:9c:fa,363631589.748528,38.82828551,-77.08575284,56.0,71.0,16.0,-1.0,-1.0,50
e0:46:9a:42:d8:a7,363631589.748528,38.8295722,-77.08602082,42.0,70.0,12.0,-1.0,-1.0,50
58:6d:8f:66:29:a5,363631589.748528,38.82818955,-77.08544611,42.0,74.0,15.0,-1.0,-1.0,50
8:86:3b:27:18:2,363631589.748528,38.82925444,-77.08627563,42.0,72.0,13.0,-1.0,-1.0,50
0:23:69:4c:1a:98,363631589.748528,38.82816255,-77.08517587,51.0,72.0,15.0,-1.0,-1.0,50
0:22:6b:52:13:4a,363631589.748528,38.8296386,-77.08452528,103.0,72.0,15.0,-1.0,-1.0,50
0:3a:99:3c:a:70,363631589.748528,38.82816052,-77.08534854,49.0,73.0,15.0,-1.0,-1.0,50
78:cd:8e:24:3f:a8,363631589.748528,38.82895267,-77.08633124,42.0,70.0,14.0,-1.0,-1.0,50
0:16:b6:5f:e1:5,363631589.748528,38.82814776,-77.08550274,59.0,73.0,16.0,-1.0,-1.0,50
c0:3f:e:cc:43:8c,363631589.748528,38.82979398,-77.08472245,45.0,73.0,12.0,-1.0,-1.0,50
0:1e:52:7b:32:51,363631589.748528,38.82811814,-77.08542257,42.0,73.0,16.0,-1.0,-1.0,50
0:2:6f:87:78:e0,363631589.748528,38.82822376,-77.08581459,58.0,70.0,15.0,-1.0,-1.0,50
f4:7f:35:dd:c4:70,363631589.748528,38.82914412,-77.08407831,56.0,70.0,12.0,-1.0,-1.0,50
0:16:b6:1c:35:3,363631589.748528,38.82913285,-77.08407592,48.0,70.0,12.0,-1.0,-1.0,50
